path,label,label_idx,is_pcr,md5,ahash,group_id,split
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.0.jpg,coccidiosis,0,0,1b5c8ff25a408bc911cb6c15f8c5c13f,12273903640163692116,0,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1.jpg,coccidiosis,0,0,59d911828d641ef64b2d61c607c28c8a,12273903644509512285,1,val
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.10.jpg,coccidiosis,0,0,21c42f9fdb84c43ccc2710a6ba7937d6,12253154435284196866,2,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.100.jpg,coccidiosis,0,0,cb1d938e8528a23f6f8ecd74037292bc,12272777873317079493,3,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1000.jpg,coccidiosis,0,0,bfb4f6d9d40981a5aaaa5894267d312a,12272778990007461973,4,val
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1001.jpg,coccidiosis,0,0,5bf51525b61bed6b3b03370e7526b3a0,12345965563176659731,5,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1002.jpg,coccidiosis,0,0,618e4aad86bf3edf835489269bb78fd0,12273909141927669331,6,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1003.jpg,coccidiosis,0,0,6018aadaccff3c4cebcff0daa0ac1e3e,12273905843398027869,7,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1004.jpg,coccidiosis,0,0,7442beb790871ffb7e418378d7259a32,12273763270611958097,8,test
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1005.jpg,coccidiosis,0,0,4be885c3edef923ab8034c878e17c11a,12273904658053246541,9,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1006.jpg,coccidiosis,0,0,7c3fc3fc4298f2f421fffc464dac8e87,12273903644375886428,10,val
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1007.jpg,coccidiosis,0,0,f991da75d57e9bda8b92150a1e7cd1b4,12273903643920804437,11,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1008.jpg,coccidiosis,0,0,c63074b49a4ac6975e187bea57e3f264,12273903644391287637,12,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1009.jpg,coccidiosis,0,0,4908099236d6ef0121729c1d83060245,12273762838325860972,13,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.101.jpg,coccidiosis,0,0,8b8044526621d4f8e113755b641e6ad8,12273099888339958347,14,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1010.jpg,coccidiosis,0,0,6ded0402f9b3a400ffb82d5996133f18,12273903644376934994,15,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1011.jpg,coccidiosis,0,0,52c4fec41a13eabdee02e6498813b0a7,12273818981811466067,16,val
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1012.jpg,coccidiosis,0,0,836968593e7e774711f0e6c2082206cd,12273908051010956884,17,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1013.jpg,coccidiosis,0,0,db4c008ffdc1502add2db37bcadacd05,12273912450327376197,18,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1014.jpg,coccidiosis,0,0,b02599779da4d4552a0894dfba7c303c,12273903644391613013,19,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1015.jpg,coccidiosis,0,0,7f1d59861fd4d30a44337b8832dd7e91,12273903644375296626,20,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1016.jpg,coccidiosis,0,0,f09d65a5296c3e127ccd9be49cebe75a,12283187847843129463,21,train
../Data/downloads/Kaggle/kaggle_chicken_disease/Train/cocci.1017.jpg,coccidiosis,0,0,5f11f48939e1ab7a88614b1bf2e8c640,12273904743901932118,22,train
